row_idx,category,id,owner,datetaken,title,tags,latitude,longitude,place_id,url_n,img_id,text,country_code,country,region,subregion,city,cluster_id,entities
10,palace_castle,54209519503,14581164@N00,1732345450,"",日本 兵庫 竹田城,35.301072,134.830641,,https://live.staticflickr.com/65535/54209519503_b219257289_n.jpg,palace_castle-35.301072-134.830641-1732345450-14581164@N00-54209519503-n.jpg,日本 兵庫 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,""
11,palace_castle,54209525279,14581164@N00,1732345488,"",日本 兵庫 竹田城,35.301133,134.830627,,https://live.staticflickr.com/65535/54209525279_b0a44d2b68_n.jpg,palace_castle-35.301133-134.830627-1732345488-14581164@N00-54209525279-n.jpg,日本 兵庫 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,""
12,palace_castle,54209524819,14581164@N00,1732345247,"",日本 兵庫 竹田城,35.300713,134.830383,,https://live.staticflickr.com/65535/54209524819_c631471a7c_n.jpg,palace_castle-35.300713-134.830383-1732345247-14581164@N00-54209524819-n.jpg,日本 兵庫 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,""
13,palace_castle,52599158894,36749444@N06,1660934274,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52599158894_f7bfaf682d_n.jpg,palace_castle-35.300546-134.829371-1660934274-36749444@N06-52599158894-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
14,palace_castle,52599323875,36749444@N06,1660934275,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52599323875_daec564441_n.jpg,palace_castle-35.300546-134.829371-1660934275-36749444@N06-52599323875-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
15,palace_castle,52599158844,36749444@N06,1660934274,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52599158844_2e5c4ef87b_n.jpg,palace_castle-35.300546-134.829371-1660934274-36749444@N06-52599158844-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
16,palace_castle,52598897836,36749444@N06,1660934275,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52598897836_1bfb9e6c88_n.jpg,palace_castle-35.300546-134.829371-1660934275-36749444@N06-52598897836-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
17,palace_castle,52599158849,36749444@N06,1660934274,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52599158849_4b2c9825e3_n.jpg,palace_castle-35.300546-134.829371-1660934274-36749444@N06-52599158849-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
18,palace_castle,52599323830,36749444@N06,1660934275,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52599323830_b90a95b5ec_n.jpg,palace_castle-35.300546-134.829371-1660934275-36749444@N06-52599323830-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
19,palace_castle,52599418473,36749444@N06,1660934275,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52599418473_e91e96c804_n.jpg,palace_castle-35.300546-134.829371-1660934275-36749444@N06-52599418473-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
20,palace_castle,52599418488,36749444@N06,1660934275,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52599418488_752ee34cd7_n.jpg,palace_castle-35.300546-134.829371-1660934275-36749444@N06-52599418488-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
21,palace_castle,52598406582,36749444@N06,1660934274,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52598406582_5007eb195b_n.jpg,palace_castle-35.300546-134.829371-1660934274-36749444@N06-52598406582-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
22,palace_castle,52598897831,36749444@N06,1660934275,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52598897831_8f70c7ff9b_n.jpg,palace_castle-35.300546-134.829371-1660934275-36749444@N06-52598897831-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
23,palace_castle,52598106307,36749444@N06,1660886855,竹田城,兵庫 ラブライブ 竹田城 桜内梨子 lovelive aqours,35.300546,134.829371,,https://live.staticflickr.com/65535/52598106307_cf54e17714_n.jpg,palace_castle-35.300546-134.829371-1660886855-36749444@N06-52598106307-n.jpg,竹田城 兵庫 ラブライブ 竹田城 桜内梨子 lovelive aqours,JP,Japan,Asia,Eastern Asia,Toyooka,0,竹田城
24,palace_castle,52598106317,36749444@N06,1660886855,竹田城,ラブライブ 兵庫  桜内梨子 竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52598106317_7df4187865_n.jpg,palace_castle-35.300546-134.829371-1660886855-36749444@N06-52598106317-n.jpg,竹田城 ラブライブ 兵庫  桜内梨子 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,竹田城
25,palace_castle,52598860764,36749444@N06,1660886855,竹田城,ラブライブ 兵庫  桜内梨子 竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52598860764_b552f9e8d1_n.jpg,palace_castle-35.300546-134.829371-1660886855-36749444@N06-52598860764-n.jpg,竹田城 ラブライブ 兵庫  桜内梨子 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,竹田城
26,palace_castle,52577699173,36749444@N06,1660705172,竹田城,兵庫 竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52577699173_bb49b5b1ed_n.jpg,palace_castle-35.300546-134.829371-1660705172-36749444@N06-52577699173-n.jpg,竹田城 兵庫 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
27,palace_castle,52575635782,36749444@N06,1660703694,竹田城,城 和田山 兵庫 竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52575635782_14b4b64417_n.jpg,palace_castle-35.300546-134.829371-1660703694-36749444@N06-52575635782-n.jpg,竹田城 城 和田山 兵庫 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
28,palace_castle,52576093076,36749444@N06,1660703731,竹田城,城 和田山 兵庫 竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52576093076_9fa40d4dfa_n.jpg,palace_castle-35.300546-134.829371-1660703731-36749444@N06-52576093076-n.jpg,竹田城 城 和田山 兵庫 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
29,palace_castle,52575631272,36749444@N06,1660703676,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52575631272_e93e1ffec0_n.jpg,palace_castle-35.300546-134.829371-1660703676-36749444@N06-52575631272-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
30,palace_castle,52576088606,36749444@N06,1660703664,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52576088606_2206ec480b_n.jpg,palace_castle-35.300546-134.829371-1660703664-36749444@N06-52576088606-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
31,palace_castle,52575631232,36749444@N06,1660703638,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52575631232_97c66cf6b3_n.jpg,palace_castle-35.300546-134.829371-1660703638-36749444@N06-52575631232-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
32,palace_castle,52576539720,36749444@N06,1660703561,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52576539720_f168e9933d_n.jpg,palace_castle-35.300546-134.829371-1660703561-36749444@N06-52576539720-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
33,palace_castle,52573522800,36749444@N06,1660702204,桜内梨子,竹田城 hyogo wadayama asago takedacastle aqours lovelive 女 女子高生 桜内梨子,35.300546,134.829371,,https://live.staticflickr.com/65535/52573522800_5a837f2b1e_n.jpg,palace_castle-35.300546-134.829371-1660702204-36749444@N06-52573522800-n.jpg,桜内梨子 竹田城 hyogo wadayama asago takedacastle aqours lovelive 女 女子高生 桜内梨子,JP,Japan,Asia,Eastern Asia,Toyooka,0,""
34,palace_castle,52572605942,36749444@N06,1660702233,桜内梨子,竹田城 hyogo wadayama asago takedacastle aqours lovelive 女 女子高生 桜内梨子,35.300546,134.829371,,https://live.staticflickr.com/65535/52572605942_6e2bae00c7_n.jpg,palace_castle-35.300546-134.829371-1660702233-36749444@N06-52572605942-n.jpg,桜内梨子 竹田城 hyogo wadayama asago takedacastle aqours lovelive 女 女子高生 桜内梨子,JP,Japan,Asia,Eastern Asia,Toyooka,0,""
35,palace_castle,52571406352,36749444@N06,1660701556,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52571406352_4424f142a7_n.jpg,palace_castle-35.300546-134.829371-1660701556-36749444@N06-52571406352-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
36,palace_castle,52572403038,36749444@N06,1660702064,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52572403038_818e4b786f_n.jpg,palace_castle-35.300546-134.829371-1660702064-36749444@N06-52572403038-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
37,palace_castle,52571406207,36749444@N06,1660702193,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52571406207_7c8d51fbf2_n.jpg,palace_castle-35.300546-134.829371-1660702193-36749444@N06-52571406207-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
38,palace_castle,52571871726,36749444@N06,1660702009,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52571871726_bd7cdfdc01_n.jpg,palace_castle-35.300546-134.829371-1660702009-36749444@N06-52571871726-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
39,palace_castle,52572402563,36749444@N06,1660702060,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52572402563_99de09ed1e_n.jpg,palace_castle-35.300546-134.829371-1660702060-36749444@N06-52572402563-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
40,palace_castle,52572147414,36749444@N06,1660702018,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52572147414_18a3de0614_n.jpg,palace_castle-35.300546-134.829371-1660702018-36749444@N06-52572147414-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
41,palace_castle,52571405592,36749444@N06,1660702005,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52571405592_5276c9a74c_n.jpg,palace_castle-35.300546-134.829371-1660702005-36749444@N06-52571405592-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
42,palace_castle,52572316185,36749444@N06,1660700536,竹田城,竹田城,35.300546,134.829371,,https://live.staticflickr.com/65535/52572316185_fc2215eed5_n.jpg,palace_castle-35.300546-134.829371-1660700536-36749444@N06-52572316185-n.jpg,竹田城 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城,竹田城"
43,palace_castle,43083991574,79595108@N08,1523155161,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture,asagoshi hyōgoken 日本 jp 竹田城 opportunityshutter photography 旅遊,35.300547,134.829261,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/1773/43083991574_c0d0a5d233_n.jpg,palace_castle-35.300547-134.829261-1523155161-79595108@N08-43083991574-n.jpg,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture asagoshi hyōgoken 日本 jp 竹田城 opportunityshutter photography 旅遊,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城"
44,palace_castle,28080494127,79595108@N08,1523154590,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture,asagoshi hyōgoken 日本 jp 竹田城,35.301441,134.830238,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/1832/28080494127_0755cb722f_n.jpg,palace_castle-35.301441-134.830238-1523154590-79595108@N08-28080494127-n.jpg,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture asagoshi hyōgoken 日本 jp 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城"
45,palace_castle,42230857514,79595108@N08,1523154703,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture,asagoshi hyōgoken 日本 jp 竹田城,35.300955,134.829908,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/1822/42230857514_d4da320a4b_n.jpg,palace_castle-35.300955-134.829908-1523154703-79595108@N08-42230857514-n.jpg,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture asagoshi hyōgoken 日本 jp 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城"
46,palace_castle,42949941671,79595108@N08,1523155768,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture,asagoshi hyōgoken 日本 jp 竹田城 櫻花 japan sakura 自由行 觀光 asia canon 春天 兵庫縣,35.300702,134.829327,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/1814/42949941671_70f9b76994_n.jpg,palace_castle-35.300702-134.829327-1523155768-79595108@N08-42949941671-n.jpg,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture asagoshi hyōgoken 日本 jp 竹田城 櫻花 japan sakura 自由行 觀光 asia canon 春天 兵庫縣,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城"
47,palace_castle,28857690638,79595108@N08,1523154020,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture,asagoshi hyōgoken 日本 jp 竹田城跡 竹田城 櫻花 landscape scenery,35.30128,134.830519,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/1726/28857690638_cdfd28167d_n.jpg,palace_castle-35.301280-134.830519-1523154020-79595108@N08-28857690638-n.jpg,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture asagoshi hyōgoken 日本 jp 竹田城跡 竹田城 櫻花 landscape scenery,JP,Japan,Asia,Eastern Asia,Toyooka,0,takeda castle
48,palace_castle,41165900274,79595108@N08,1523155380,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture,asagoshi hyōgoken 日本 jp palace 竹田城,35.30078,134.82925,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/961/41165900274_05325cc062_n.jpg,palace_castle-35.300780-134.829250-1523155380-79595108@N08-41165900274-n.jpg,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture asagoshi hyōgoken 日本 jp palace 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,takeda castle
49,palace_castle,27779018558,79595108@N08,1523153852,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture,asagoshi hyōgoken 日本 jp 天空の城 竹田城 竹田城跡 kansai,35.300722,134.830477,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/863/27779018558_acc92a3298_n.jpg,palace_castle-35.300722-134.830477-1523153852-79595108@N08-27779018558-n.jpg,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture asagoshi hyōgoken 日本 jp 天空の城 竹田城 竹田城跡 kansai,JP,Japan,Asia,Eastern Asia,Toyooka,0,takeda castle
50,palace_castle,26779775677,79595108@N08,1523154816,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture,asagoshi hyōgoken 日本 jp 天空の城 monuments 竹田城 竹田城跡 桜 kansai,35.300747,134.829847,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/839/26779775677_4e4093bcff_n.jpg,palace_castle-35.300747-134.829847-1523154816-79595108@N08-26779775677-n.jpg,🇯🇵 日本 兵庫縣・📍 竹田城  / Takeda Castle Ruins∣Hygo prefecture asagoshi hyōgoken 日本 jp 天空の城 monuments 竹田城 竹田城跡 桜 kansai,JP,Japan,Asia,Eastern Asia,Toyooka,0,takeda castle
51,palace_castle,18084079442,9388259@N07,1430797068,Takeda Castle / 竹田城（虎臥城）,japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,35.300522,134.829875,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/7688/18084079442_777b5065b2_n.jpg,palace_castle-35.300522-134.829875-1430797068-9388259@N07-18084079442-n.jpg,Takeda Castle / 竹田城（虎臥城） japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城,takedacastle,竹田城"
52,palace_castle,18084070352,9388259@N07,1430797081,Takeda Castle / 竹田城（虎臥城）,japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,35.300514,134.829848,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/8767/18084070352_80ee4a938b_n.jpg,palace_castle-35.300514-134.829848-1430797081-9388259@N07-18084070352-n.jpg,Takeda Castle / 竹田城（虎臥城） japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城,takedacastle,竹田城"
53,palace_castle,18084061702,9388259@N07,1430797125,Takeda Castle / 竹田城（虎臥城）,japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,35.300514,134.82986,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/8768/18084061702_d7e0b01537_n.jpg,palace_castle-35.300514-134.829860-1430797125-9388259@N07-18084061702-n.jpg,Takeda Castle / 竹田城（虎臥城） japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城,takedacastle,竹田城"
54,palace_castle,17899522568,9388259@N07,1430797219,Takeda Castle / 竹田城（虎臥城）,japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,35.300518,134.829858,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/7669/17899522568_c6db0e5076_n.jpg,palace_castle-35.300518-134.829858-1430797219-9388259@N07-17899522568-n.jpg,Takeda Castle / 竹田城（虎臥城） japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城,takedacastle,竹田城"
55,palace_castle,18088385021,9388259@N07,1430798496,Takeda Castle / 竹田城（虎臥城）,japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,35.299129,134.829132,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/5343/18088385021_0476dd4061_n.jpg,palace_castle-35.299129-134.829132-1430798496-9388259@N07-18088385021-n.jpg,Takeda Castle / 竹田城（虎臥城） japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城,takedacastle,竹田城"
56,palace_castle,17901192709,9388259@N07,1430797056,Takeda Castle / 竹田城（虎臥城）,japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,35.300518,134.829853,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/8806/17901192709_4a9b370491_n.jpg,palace_castle-35.300518-134.829853-1430797056-9388259@N07-17901192709-n.jpg,Takeda Castle / 竹田城（虎臥城） japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城,takedacastle,竹田城"
57,palace_castle,18088320131,9388259@N07,1430796950,Takeda Castle / 竹田城（虎臥城）,japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,35.300544,134.829941,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/7783/18088320131_d4a0a738ba_n.jpg,palace_castle-35.300544-134.829941-1430796950-9388259@N07-18088320131-n.jpg,Takeda Castle / 竹田城（虎臥城） japan hyogo 兵庫 日本 asago 朝来 takedacastle 竹田城 虎臥城,JP,Japan,Asia,Eastern Asia,Toyooka,0,"takeda castle,竹田城,takedacastle,竹田城"
58,palace_castle,13883971226,117946664@N07,1397165907,松と桜,桜 2014 竹田城,35.299269,134.829216,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/2881/13883971226_77994299e9_n.jpg,palace_castle-35.299269-134.829216-1397165907-117946664@N07-13883971226-n.jpg,松と桜 桜 2014 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,""
59,palace_castle,13819141894,117946664@N07,1397163634,親子でお花見,桜 2014 竹田城,35.301052,134.83023,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/7259/13819141894_cf6bedc848_n.jpg,palace_castle-35.301052-134.830230-1397163634-117946664@N07-13819141894-n.jpg,親子でお花見 桜 2014 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,""
60,palace_castle,11963848184,90309606@N02,1374314636,Takeda castle,travel sunset castle japan 夕陽 日本 城 hyogo takeda 兵庫県 兵庫 朝来市 竹田城,35.299391,134.82908,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/7351/11963848184_ca661a58b5_n.jpg,palace_castle-35.299391-134.829080-1374314636-90309606@N02-11963848184-n.jpg,Takeda castle travel sunset castle japan 夕陽 日本 城 hyogo takeda 兵庫県 兵庫 朝来市 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,takeda castle
61,palace_castle,11964246586,90309606@N02,1374312916,Takeda castle,travel castle japan 日本 城 hyogo takeda 兵庫県 兵庫 朝来市 竹田城,35.300769,134.829591,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/5537/11964246586_bdc2c0df0f_n.jpg,palace_castle-35.300769-134.829591-1374312916-90309606@N02-11964246586-n.jpg,Takeda castle travel castle japan 日本 城 hyogo takeda 兵庫県 兵庫 朝来市 竹田城,JP,Japan,Asia,Eastern Asia,Toyooka,0,takeda castle
62,palace_castle,11564529023,41113110@N03,1388060945,竹田城パノラマ,geotagged 城 兵庫県 竹田城 geo:lat=3529974851650275 geo:lon=1348291701078415,35.299748,134.82917,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/2876/11564529023_67da6130a4_n.jpg,palace_castle-35.299748-134.829170-1388060945-41113110@N03-11564529023-n.jpg,竹田城パノラマ geotagged 城 兵庫県 竹田城 geo:lat=3529974851650275 geo:lon=1348291701078415,JP,Japan,Asia,Eastern Asia,Toyooka,0,"竹田城ハノラマ,竹田城"
63,palace_castle,11101610693,21924080@N03,1385245172,兵庫 竹田城跡,castle japan 城 hyogo takeda 兵庫 竹田城 竹田城跡,35.301256,134.828338,rVkmN4dTWrkjjgt9nQ,https://live.staticflickr.com/3816/11101610693_233b397037_n.jpg,palace_castle-35.301256-134.828338-1385245172-21924080@N03-11101610693-n.jpg,兵庫 竹田城跡 castle japan 城 hyogo takeda 兵庫 竹田城 竹田城跡,JP,Japan,Asia,Eastern Asia,Toyooka,0,竹田城跡
