entity_id,wikimedia_url,poi_name,wikidata_id,instance_tag,category,poi_name_tags,geohack_url,latitude,longitude,country_code,country,region,subregion,city,osm_id,nearby_pov_cluster
24,https://commons.wikimedia.org/wiki/Category:Tanyo_Shinkin_bank_Hall,Tanyo Shinkin bank Hall,Q11381621,"[""art museum"", ""concert hall"", ""bank building""]",other,"但陽信用金庫会館,但陽美術館,但陽会館,但陽会館・但陽美術館,生野ムシカ,但陽信用金庫會館,tanyo shinkin bank hall",https://geohack.toolforge.org/geohack.php?pagename=Category:Tanyo_Shinkin_bank_Hall&params=35.168806_N_134.793444_E_globe:Earth_&language=en,35.168806,134.793444,JP,Japan,Asia,Eastern Asia,Nishiwaki,,
25,https://commons.wikimedia.org/wiki/Category:Sky_Hall_Toyota,Sky Hall Toyota,Q11311270,"[""gym""]",other,"スカイホール豊田,豊田市総合体育館,sky hall toyota",https://geohack.toolforge.org/geohack.php?pagename=Category:Sky_Hall_Toyota&params=35.081736_N_137.162972_E_globe:Earth_&language=en,35.081736,137.162972,JP,Japan,Asia,Eastern Asia,Toyota,,
26,https://commons.wikimedia.org/wiki/Category:Agekurayama_Park,Agekurayama Park,Q11498443,"[""park""]",other,"揚倉山健康運動公園,揚倉山健康運動公園球技場,agekurayama park",https://geohack.toolforge.org/geohack.php?pagename=Category:Agekurayama_Park&params=34.39361111_N_132.5227778_E_globe:Earth_&language=en,34.39361111,132.5227778,JP,Japan,Asia,Eastern Asia,Hiroshima-shi,,
27,https://commons.wikimedia.org/wiki/Category:Sank%C5%8D-jinja,Sankō-jinja,Q3472342,"[""Shinto shrine""]",other,"sanko-jinja,sanko shrine,sanko shrine,三光神社,三光神社,三光神社,三光神社,kuil sanko",https://geohack.toolforge.org/geohack.php?pagename=Category:Sank%C5%8D-jinja&params=34.67305556_N_135.52944444_E_globe:Earth_&language=en,34.67305556,135.52944444,JP,Japan,Asia,Eastern Asia,Osaka-shi,,
28,https://commons.wikimedia.org/wiki/Category:Shizutani_school,Shizutani school,Q847290,"[""historic site"", ""school""]",other,"閑谷学校,青少年教育センター閑谷学校,岡山県青少年教育センター閑谷学校,和気閑谷学校,旧閑谷学校,시즈타니 학교,ecole shizutani,shizutani school,former shizutani school,閑谷學校,مدرسة شيزوتانى,truong shizutani",https://geohack.toolforge.org/geohack.php?pagename=Category:Shizutani_school&params=34.797946_N_134.219477_E_globe:Earth_&language=en,34.797946,134.219477,JP,Japan,Asia,Eastern Asia,Kariya,,
29,https://commons.wikimedia.org/wiki/Category:Ry%C5%ABsen-ji_(Meguro),Ryūsen-ji (Meguro),Q6587237,"[""Buddhist temple""]",other,"瀧泉寺,目黒不動,目黒不動尊,お不動さん,滝泉寺,泰叡山護國院瀧泉寺,معبد ریوسنجی,ryusen-ji temple,meguro fudo,ryusen-ji,ryusenji,目黑不動尊,ryusenji,wihara ryusen-ji",https://geohack.toolforge.org/geohack.php?pagename=Category:Ry%C5%ABsen-ji_(Meguro)&params=35.628616_N_139.708072_E_globe:Earth_&language=en,35.628616,139.708072,JP,Japan,Asia,Eastern Asia,Tokyo,,
30,"https://commons.wikimedia.org/wiki/Category:Bluff_No._234,_Yokohama","Bluff No. 234, Yokohama",Q28685480,"[""Western-style building""]",other,"山手234番館,bluff no.234,山手234號館","https://geohack.toolforge.org/geohack.php?pagename=Category:Bluff_No._234,_Yokohama&params=35.43771111_N_139.652125_E_globe:Earth_&language=en",35.43771111,139.652125,JP,Japan,Asia,Eastern Asia,Yokohama,,
31,https://commons.wikimedia.org/wiki/Category:Oyubari_Dam,Oyubari Dam,Q8081818,"[""dam""]",other,"oyubari dam,oyubari dam,大夕張タム,夕張シューハロタム,シューハロ湖,diga di oyubari,大夕張水壩,oyubari-damu,سد يوبارى,oyubari toʻgʻoni",https://geohack.toolforge.org/geohack.php?pagename=Category:Oyubari_Dam&params=43.024722222222_N_142.10138888889_E_globe:Earth_&language=en,43.024722222222,142.10138888889,JP,Japan,Asia,Eastern Asia,Iwamizawa,,
32,https://commons.wikimedia.org/wiki/Category:Mount_Shisuniwa,Mount Shisuniwa,Q6923622,"[""mountain""]",other,"mount shisuniwa,mount shisun'iwa,四寸岩山,mont shisuniwa,mount shisuniwa,shisun'iwa yama,جبل مونت شيسونيوا,shisun'iwa yama,mont shisuniwa,ရဆနဝတောင",https://geohack.toolforge.org/geohack.php?pagename=Category:Mount_Shisuniwa&params=34.320833333333_N_135.90972222222_E_globe:Earth_&language=en,34.320833333333,135.90972222222,JP,Japan,Asia,Eastern Asia,Yoshino-cho,node/2278877780,
33,https://commons.wikimedia.org/wiki/Category:Noto_Peninsula,Noto Peninsula,Q17149827,"[""peninsula""]",other,"能登半島,能登半島,노토반도,noto peninsula,คาบสมทรโนโตะ,noto,noto peninsula,peninsula noto",https://geohack.toolforge.org/geohack.php?pagename=Category:Noto_Peninsula&params=37.2_N_136.9_E_globe:Earth_&language=en,37.2,136.9,JP,Japan,Asia,Eastern Asia,Nanao,,
34,https://commons.wikimedia.org/wiki/Category:Kadode_Hachiman-g%C5%AB,Kadode Hachiman-gū,Q17225038,"[""Shinto shrine"", ""Hachiman shrine""]",other,"首途八幡宮,kadode hachimangu,kadode hachiman-gu,kuil kadode hachimangu,sanctuaire de kadod'hachimangu",https://geohack.toolforge.org/geohack.php?pagename=Category:Kadode_Hachiman-g%C5%AB&params=35.030417_N_135.746306_E_globe:Earth_&language=en,35.030417,135.746306,JP,Japan,Asia,Eastern Asia,Kamigyo-ku,,
35,https://commons.wikimedia.org/wiki/Category:Shogawa_Goguchi_Dam,Shogawa Goguchi Dam,Q11485906,"[""gravity dam"", ""dam""]",other,"庄川合口タム,舟戸タム,庄川用水合口タム,shogawa goguchi dam,gokuchi-damu,gokuchi-damu,shogawa goguchi toʻgʻoni",https://geohack.toolforge.org/geohack.php?pagename=Category:Shogawa_Goguchi_Dam&params=36.575277777778_N_136.99555555556_E_globe:Earth_&language=en,36.575277777778,136.99555555556,JP,Japan,Asia,Eastern Asia,Nanto-shi,,
36,https://commons.wikimedia.org/wiki/Category:Ikeshima_(Nagasaki),Ikeshima (Nagasaki),Q11551591,"[""island""]",other,"池島,ike island,ike-jima,ike island,池島,икэсима,ике-дзима,ike-jima,ikesima,ikeshima,ike-shima,ikejima,ikeshima,pulau ike,ikeshima,ikejima,池島,ikeshima",https://geohack.toolforge.org/geohack.php?pagename=Category:Ikeshima_(Nagasaki)&params=032.885767_N_0129.599447_E_globe:Earth_class:object_type:object__&language=en,32.885767,129.599447,JP,Japan,Asia,Eastern Asia,Togitsu,relation/12828651,
37,https://commons.wikimedia.org/wiki/Category:Kasama_Nichido_Museum_of_Art,Kasama Nichido Museum of Art,Q11599987,"[""art museum""]",other,"笠間日動美術館,kasama nichido museum of art,museu de arte kasama nichido,kasama nichido museum of art,가사마 니치도 미술관",https://geohack.toolforge.org/geohack.php?pagename=Category:Kasama_Nichido_Museum_of_Art&params=36.38446_N_140.25844_E_globe:Earth_&language=en,36.38446,140.25844,JP,Japan,Asia,Eastern Asia,Kasama,way/741579283,
38,https://commons.wikimedia.org/wiki/Category:Cape_Iro,Cape Iro,Q11586512,"[""cape"", ""point""]",other,"石廊崎,石室崎,cape iro,cape irozaki,iro zaki,cap iro,iro-zaki,irozaki,mys iro,石廊崎,iro zaki,kabo irozaki",https://geohack.toolforge.org/geohack.php?pagename=Category:Cape_Iro&params=34.6009_N_138.845_E_globe:Earth_&language=en,34.6009,138.845,JP,Japan,Asia,Eastern Asia,Shimoda,node/5156420649,
39,https://commons.wikimedia.org/wiki/Category:Cape_Sukoton,Cape Sukoton,Q11311633,"[""cape""]",other,"スコトン岬,須古頓岬,cape sukoton,須古頓岬,sukoton misaki",https://geohack.toolforge.org/geohack.php?pagename=Category:Cape_Sukoton&params=45.463778_N_140.967722_E_globe:Earth_&language=en,45.463778,140.967722,JP,Japan,Asia,Eastern Asia,Rishiri Town,,
40,https://commons.wikimedia.org/wiki/Category:Yoro_Ravine,Yoro Ravine,Q8062663,"[""canyon""]",other,"yoro gorge,yoro ravine,yoro valley,養老渓谷,養老溪谷",https://geohack.toolforge.org/geohack.php?pagename=Category:Yoro_Ravine&params=35.2575_N_140.16_E_globe:Earth_&language=en,35.2575,140.16,JP,Japan,Asia,Eastern Asia,Kawaguchi,,
41,https://commons.wikimedia.org/wiki/Category:Cup_Noodles_Museum_Osaka_Ikeda,Cup Noodles Museum Osaka Ikeda,Q899319,"[""science museum"", ""biographical museum"", ""food museum"", ""corporate museum""]",other,"即食面发明纪念馆,方便面发明博物馆,即食麵發明紀念館,即食麵發明紀念館,方便面发明纪念馆,快速面发明纪念馆,速食麵發明紀念館,安藤百福発明記念館 大阪池田,安藤百福発明記念館,インスタントラーメン発明記念館,カッフヌートルミューシアム 大阪池田,인스턴트 라멘 발명기념관,cupnoodles museum osaka ikeda,momofuku ando instant ramen museum,即食麵發明紀念館,速食麵發明記念館,即食麵發明記念館,museo del ramen istantaneo,momofuku ando instant ramen museum,musee momofuku ando,musee momofuku ando des nouilles instantanees,متحف موموفوكو اندو لكاس النودلز,พพธภณฑบะหมถวยโอซากะ อเกดะ",https://geohack.toolforge.org/geohack.php?pagename=Category:Cup_Noodles_Museum_Osaka_Ikeda&params=34.818038_N_135.426675_E_globe:Earth_&language=en,34.818038,135.426675,JP,Japan,Asia,Eastern Asia,Ikeda,way/157838159,
42,https://commons.wikimedia.org/wiki/Category:Dynaland,Dynaland,Q11316885,"[""ski resort""]",other,"タイナラント,dynaland,タイナラントスキー場,dynaland",https://geohack.toolforge.org/geohack.php?pagename=Category:Dynaland&params=35.990714_N_136.869736_E_globe:Earth_&language=en,35.990714,136.869736,JP,Japan,Asia,Eastern Asia,Gujo,,
43,https://commons.wikimedia.org/wiki/Category:Maeda_Tosanokami-ke_Shiryokan_Museum,Maeda Tosanokami-ke Shiryokan Museum,Q11397505,"[""museum"", ""house archive""]",other,"前田土佐守家資料館,maeda tosanokami-ke shiryokan museum",https://geohack.toolforge.org/geohack.php?pagename=Category:Maeda_Tosanokami-ke_Shiryokan_Museum&params=36.56241667_N_136.65087222_E_globe:Earth_&language=en,36.56241667,136.65087222,JP,Japan,Asia,Eastern Asia,Kanazawa-shi,way/303035520,
44,"https://commons.wikimedia.org/wiki/Category:Nonomiya-jinja_(Sakai,_Osaka)","Nonomiya-jinja (Sakai, Osaka)",Q11644899,"[""Shinto shrine""]",other,"野々宮神社,nonomiya shrine,nonomiya-jinja,kuil nonomiya,sanctuaire de nonomiya","https://geohack.toolforge.org/geohack.php?pagename=Category:Nonomiya-jinja_(Sakai,_Osaka)&params=34.532388888889_N_135.49608333333_E_globe:Earth_&language=en",34.532388888889,135.49608333333,JP,Japan,Asia,Eastern Asia,Sakai,,
45,"https://commons.wikimedia.org/wiki/Category:Nagara_Bridge,_Osaka","Nagara Bridge, Osaka",Q11653086,"[""arch bridge""]",bridge,"長柄橋,長柄の人柱,nagara bridge, osaka","https://geohack.toolforge.org/geohack.php?pagename=Category:Nagara_Bridge,_Osaka&params=34.721167_N_135.510028_E_globe:Earth_&language=en",34.721167,135.510028,JP,Japan,Asia,Eastern Asia,Osaka-shi,,""
46,https://commons.wikimedia.org/wiki/Category:Michinoeki_Kawamata,Michinoeki Kawamata,Q11641285,"[""roadside station""]",other,"道の駅川俣,道の駅川俣シルクヒア,川俣,roadside station kawamata,michi-no-eki kawamata",https://geohack.toolforge.org/geohack.php?pagename=Category:Michinoeki_Kawamata&params=37.667805555556_N_140.57669444444_E_globe:Earth_&language=en,37.667805555556,140.57669444444,JP,Japan,Asia,Eastern Asia,Fukushima-shi,,
47,https://commons.wikimedia.org/wiki/Category:Japan_Open-Air_Folk_House_Museum,Japan Open-Air Folk House Museum,Q1989934,"[""minka-en""]",other,"nihon minka-en,nihon minka-en,japan open-air folk house museum,日本民家園,川崎市立日本民家園,nihon minka-en,nihon minka-en,nihon minka-en parkea,nihon minka-en,japana popoldoma muzeo,nihon minka-en",https://geohack.toolforge.org/geohack.php?pagename=Category:Japan_Open-Air_Folk_House_Museum&params=35.6098989_N_139.56189036_E_globe:Earth_&language=en,35.6098989,139.56189036,JP,Japan,Asia,Eastern Asia,Chofugaoka,relation/8200233,
48,https://commons.wikimedia.org/wiki/Category:Kajokan,Kajokan,Q11660828,"[""biographical museum""]",other,"霞城館,矢野勘治記念館,矢野勘治紀念館,kajokan,yano kanji memorial museum",https://geohack.toolforge.org/geohack.php?pagename=Category:Kajokan&params=34.867722_N_134.543639_E_globe:Earth_&language=en,34.867722,134.543639,JP,Japan,Asia,Eastern Asia,Tatsunocho-tominaga,node/4079706014,
49,https://commons.wikimedia.org/wiki/Category:Seiry%C5%8Dji,Seiryōji,Q534101,"[""Buddhist temple""]",other,"seiryo-ji,seiryo-ji temple,saga shaka-do,seiryo-ji,清凉寺,せいりょうし,嵯峨釈迦堂,清涼寺,seiryo-ji,سيريو جى,seirjodzi,chua seiryo,ဆရောဂျ,wihara seiryo-ji",https://geohack.toolforge.org/geohack.php?pagename=Category:Seiry%C5%8Dji&params=35.02349167_N_135.67428889_E_globe:Earth_&language=en,35.02349167,135.67428889,JP,Japan,Asia,Eastern Asia,Muko,,
50,https://commons.wikimedia.org/wiki/Category:Nunobiki_Falls_(Hy%C5%8Dgo),Nunobiki Falls (Hyōgo),Q3695449,"[""waterfall""]",other,"布引の滝,布引滝,布引渓流,nunobiki falls,نونوبکی چھمبر,누노비키 폭포,布引瀑布,နနဘခရေတခန",https://geohack.toolforge.org/geohack.php?pagename=Category:Nunobiki_Falls_(Hy%C5%8Dgo)&params=34.709722222222_N_135.19388888889_E_globe:Earth_&language=en,34.709722222222,135.19388888889,JP,Japan,Asia,Eastern Asia,Kobe,node/4004596253,
51,https://commons.wikimedia.org/wiki/Category:Oki-jinja,Oki-jinja,Q11659052,"[""Shinto shrine""]",other,"隠岐神社,oki shrine,oki-jinja,kuil oki,sanctuaire d'oki",https://geohack.toolforge.org/geohack.php?pagename=Category:Oki-jinja&params=36.09575_N_133.10125_E_globe:Earth_&language=en,36.09575,133.10125,JP,Japan,Asia,Eastern Asia,Sakaiminato,,
52,https://commons.wikimedia.org/wiki/Category:Ichikawa_City_Zoological_and_Botanical_Garden,Ichikawa City Zoological and Botanical Garden,Q11480258,"[""zoo"", ""botanical garden""]",other,"市川市動植物園,ichikawa zoological & botanical garden,ichikawa city zoo,이치카와시 동식물원,jardin zoologique et botanique d'ichikawa,jardi zoologic i botanic d'ichikawa,ітыкаускі заапарк і батанічны сад,zoologicka a botanicka zahrada mesta icikawa",https://geohack.toolforge.org/geohack.php?pagename=Category:Ichikawa_City_Zoological_and_Botanical_Garden&params=35.764778_N_139.965219_E_globe:Earth_&language=en,35.764778,139.965219,JP,Japan,Asia,Eastern Asia,Matsudo,way/595972708,
53,https://commons.wikimedia.org/wiki/Category:Sangu-jinja,Sangu-jinja,Q11467750,"[""Shinto shrine""]",other,"山宮神社,山宮神社 (新溫泉町),sangu shrine,sangu-jinja,sanctuaire de sangu,kuil sangu",https://geohack.toolforge.org/geohack.php?pagename=Category:Sangu-jinja&params=35.611_N_134.479083_E_globe:Earth_&language=en,35.611,134.479083,JP,Japan,Asia,Eastern Asia,Tottori,,
